DateTimeOccurred,Status,DateTimeReported,Code,Location,Comments,Filename
2019-12-13 19:00:00,OPEN,2019-12-16 11:55:42,MALICIOUS DESTRUCTION OF PROPERTY,W35 / 100 VASSAR ST,Report filed regarding damage to property. ,
2019-12-16 15:30:00,OPEN,2019-12-16 17:04:29,LARCENY,M10 / 122 MEMORIAL DR & BARKER LIBRARY FL,Report filed regarding larceny of credits cards. ,
2019-12-16 19:30:00,OPEN,2019-12-16 19:36:18,ASSIST TO PD,808 MEMORIAL DR,Report filed regarding the MIT Police assisting CPD and the Mass State police with a traffic stop. ,
2019-12-16 13:00:00,OPEN,2019-12-16 22:06:44,LARCENY,M14 / 160 MEMORIAL DR,Report filed regarding larceny of a credit card. ,
2019-12-16 18:00:00,OPEN,2019-12-17 14:39:07,LARCENY,E15 / 20 AMES ST,Report filed regarding the larceny of a laptop computer. ,
2019-12-18 05:30:00,OPEN,2019-12-18 15:46:31,PROP DAMAGE,NW10 / 143 ALBANY ST,Report filed regarding damage to a motor vehicle from falling ice. ,
2019-12-19 11:35:00,OPEN,2019-12-19 11:35:56,SUSPICIOUS,M46 / 43 VASSAR ST,Report filed regarding a suspicious person. ,
2019-12-19 11:42:00,OPEN,2019-12-19 11:42:49,RC&I,M7 / 77 MASSACHUSETTS AVE,Report filed regarding an individual who was stopped and identified. The individual is escorted from the property and issued a verbal trespass warning. ,
2019-12-19 15:02:00,OPEN,2019-12-19 15:02:55,SUSPICIOUS,W4 / 320 MEMORIAL DR,Report filed regarding a suspicious person. ,
2019-12-19 16:55:00,OPEN,2019-12-19 16:55:10,ASSIST TO PD,E62 / 100 MAIN ST,Report filed regarding the MIT Police assisting the Belmont Police in locating an individual. ,
2019-12-18 10:30:00,OPEN,2019-12-20 10:30:37,STUDENT PROBLEM,W7 / 362 MEMORIAL DR,Report filed regarding a student problem. ,
2019-12-18 10:31:00,OPEN,2019-12-20 10:31:01,STUDENT PROBLEM,W7 / 362 MEMORIAL DR,Report filed regarding a student problem. ,
2019-12-16 13:00:00,OPEN,2019-12-20 12:58:13,LARCENY,M10 / 122 MEMORIAL DR,Report filed regarding a past larceny. ,
2019-12-21 05:50:00,ARREST,2019-12-21 05:50:52,DOM DIST,E55 / 60 WADSWORTH ST,Individual arrested for Assault and Battery on a family/household member. ,
2019-08-26 11:38:00,OPEN,2019-12-21 11:38:34,STUDENT PROBLEM,W7 / 362 MEMORIAL DR,Report filed regarding a student problem ,
2019-09-05 11:40:00,OPEN,2019-12-21 11:40:58,STUDENT PROBLEM,EAST CAMPUS / null,Report filed regarding a student problem. ,
2019-09-07 12:44:00,OPEN,2019-12-21 12:44:11,STUDENT PROBLEM,W7 / 362 MEMORIAL DR,Report filed regarding a student problem. ,
2019-12-21 20:03:00,ARREST,2019-12-21 20:03:42,WARRANT SERVICE,W89 / 301 VASSAR ST,"Cayle Castor, Age 32, Homeless, is placed under arrest on outstanding arrest warrants. ",
2019-12-12 06:00:00,OPEN,2019-12-22 00:22:00,FRAUD,W89 / 301 VASSAR ST,Walk-in report filed by the station officer on credit card fraud. ,
2019-12-21 22:00:00,OPEN,2019-12-22 02:28:22,ASSIST TO PD,KENDALL SQUARE / 1 MAIN ST,The MIT Police assists the Cambridge Police on a suspicious person call. ,
2019-09-07 10:08:00,OPEN,2019-12-22 10:08:57,STUDENT PROBLEM,W7 / 362 MEMORIAL DR,Report filed regarding a student problem. ,
2019-09-27 10:09:00,OPEN,2019-12-22 10:09:03,STUDENT PROBLEM,PKS / 530 BEACON STREET,Report filed regarding a student problem. ,
2019-12-22 15:16:00,OPEN,2019-12-22 15:16:30,HZD WAST,M18 / 21 REAR AMES ST,"Report filed regarding a confined chemical spill. MIT Police, MIT EHS, CFD respond. All clear given. ",
2019-12-23 00:41:00,OPEN,2019-12-23 00:41:25,HOMELESS,M14 / 160 MEMORIAL DR,"Edward Fitch, Age 31, Homeless arrested on outstanding warrants. ",
2019-12-23 08:50:00,OPEN,2019-12-23 08:52:14,CHEMICAL SPILL,M76 / 500 MAIN ST,"Report filed regarding a chemical spilled in a freight elevator. MIT EHS, Clean Harbors notified. All clear given. ",
2019-10-10 09:12:00,OPEN,2019-12-23 09:12:20,STUDENT PROBLEM,W51 / 410 MEMORIAL DR,Report filed regarding a student problem. ,
2019-12-23 20:40:00,OPEN,2019-12-23 20:40:58,SUSPICIOUS,W89 / 301 VASSAR ST,"Report filed regarding a suspicious circumstance. Information received from the Groton, CT. Police dept. ",
2019-12-24 13:01:00,OPEN,2019-12-24 13:01:57,WELL BEING CK,129 FRANKLIN ,Report filed regarding a well-being check. ,
2019-12-26 14:51:00,OPEN,2019-12-26 14:51:29,SUSPICIOUS,M9 / 105 MASSACHUSETTS AVE,Report filed regarding suspicious activity ,
2019-12-27 21:39:00,OPEN,2019-12-27 21:39:39,TRESPASS,M7 / 77 MASSACHUSETTS AVE,Report filed regarding an individual who was identified and escorted from the property. Trespass warning issued. ,
2019-12-28 07:10:00,OPEN,2019-12-28 07:20:50,ASSIST TO PD,NW35 / 235 ALBANY ST,Report filed regarding the MIT Police assisting the Cambridge Police with an arrest on Albany Street. ,
2019-12-29 12:32:00,OPEN,2019-12-29 12:32:45,SUSPICIOUS,M56 / 21 AMES ST ,Report filed regarding a suspicious person who has been frequenting the area. ,
2019-12-22 17:00:00,OPEN,2019-12-29 15:50:25,SUSPICIOUS,NW35 / 235 ALBANY ST,Report filed regarding suspicious activity. ,
2019-12-20 10:30:00,OPEN,2019-12-30 10:39:08,LARCENY,M4 / 182 MEMORIAL DR,Report filed regarding stolen credit cards and U.S. Currency. ,
2019-12-30 18:00:00,OPEN,2019-12-30 20:08:04,LARCENY,W35 / 100 VASSAR ST,Report filed regarding a stolen bicycle. ,
2019-12-31 12:52:00,OPEN,2019-12-31 12:52:30,SUSPICIOUS,AMHERST ALY ,Report filed regarding suspicious activity. ,
2019-08-23 09:17:00,OPEN,2020-01-02 09:17:20,STUDENT PROBLEM,W89 / 301 VASSAR ST,Confidential sexual assault report filed. ,
2020-08-23 09:17:00,OPEN,2020-01-02 09:17:20,STUDENT PROBLEM,W89 / 301 VASSAR ST,Confidential sexual assault report filed. ,
2020-01-03 09:12:00,OPEN,2020-01-03 09:12:30,SUSPICIOUS,M46 / 43 VASSAR ST,Report filed regarding suspicious letters received by building occupants. ,
2020-01-04 00:07:00,OPEN,2020-01-04 00:07:16,SUSPICIOUS,E62 / 100 MAIN ST,Report filed regarding a person who was identified and escorted from the property. ,
2020-01-04 01:21:00,OPEN,2020-01-04 01:21:36,SUSPICIOUS,W91 / 570 MEMORIAL DR,Report filed regarding suspicious persons. ,
2020-01-05 11:42:00,OPEN,2020-01-05 11:42:27,ACCIDENT,MEMORIAL DR & MAGAZINE ST,Report filed regarding a m/v accident. ,
2020-01-06 11:06:00,OPEN,2020-01-06 11:06:53,SUSPICIOUS,M54 / 21 AMES ST ,Report filed regarding suspicious mail. ,
2020-01-06 11:06:00,OPEN,2020-01-06 11:06:53,SUSPICIOUS,M54 / 21 AMES ST ,Report filed regarding suspicious mail. ,
2020-12-26 10:00:00,OPEN,2020-01-06 12:33:13,LARCENY,E52 / 50 MEMORIAL DR,Report filed regarding the larceny of a laptop. ,
2020-12-26 10:00:00,OPEN,2020-01-06 12:33:13,LARCENY,E52 / 50 MEMORIAL DR,Report filed regarding the larceny of a laptop. ,
2020-01-06 22:29:00,ARREST,2020-01-06 22:29:34,DISTURBANCE,280 VASSAR ST,Individual arrested for Assault and Battery on a family or household member. ,
2020-01-06 22:29:00,ARREST,2020-01-06 22:29:34,DISTURBANCE,280 VASSAR ST,Individual arrested for Assault and Battery on a family or household member. ,
2020-01-07 07:30:00,OPEN,2020-01-07 10:44:03,SUSPICIOUS,W89 / 301 VASSAR ST,Walk in report filed regarding suspicious activity. ,
2020-01-07 07:30:00,OPEN,2020-01-07 10:44:03,SUSPICIOUS,W89 / 301 VASSAR ST,Walk in report filed regarding suspicious activity. ,
2020-01-07 21:16:00,OPEN,2020-01-07 21:16:36,NOTIFICA,E55 / 60 WADSWORTH ST,Report filed regarding a smell of gas at this location. Cause was found to be a faulty pipe. CFD on scene. Eversource notified. ,
2020-01-07 21:16:00,OPEN,2020-01-07 21:16:36,NOTIFICA,E55 / 60 WADSWORTH ST,Report filed regarding a smell of gas at this location. Cause was found to be a faulty pipe. CFD on scene. Eversource notified. ,
2020-01-08 13:40:00,OPEN,2020-01-08 13:44:10,HZD WAST,W91 / 570 MEMORIAL DR,Report filed regarding hazardous material that fell on a vehicle while the material was being removed from a building. ,
2020-01-06 18:00:00,OPEN,2020-01-08 15:43:55,MALICIOUS DESTRUCTION OF PROPERTY,M5 / 55 MASSACHUSETTS AVE,Report filed regarding damage to office door locks. ,
2020-01-08 15:30:00,OPEN,2020-01-08 18:27:51,LARCENY,W35 / 100 VASSAR ST,Report filed regarding a larceny of a backpack. ,
2020-01-09 23:00:00,OPEN,2020-01-10 01:38:16,SUSPICIOUS,M32 / 32 VASSAR ST,Report filed on two individuals who were identified and escorted from the property. Trespass warnings issued to both individuals. ,
2020-01-09 09:00:00,OPEN,2020-01-10 08:03:50,SUSPICIOUS,NW32 / 230 ALBANY ST,Report filed regarding suspicious activity. ,
2020-01-10 09:38:00,OPEN,2020-01-10 09:48:04,SUSPICIOUS,W98 / 600 MEMORIAL DR,Report filed regarding suspicious activity. ,
2020-01-09 19:00:00,OPEN,2020-01-11 14:27:57,SUSPICIOUS,W20 / 84 MASSACHUSETTS AVE,Report filed regarding suspicious activity. ,
2020-01-12 11:10:00,OPEN,2020-01-12 12:05:48,SUSPICIOUS,W35 / 100 VASSAR ST,Report filed regarding suspicious activity. ,
2020-01-09 22:00:00,OPEN,2020-01-13 09:42:09,BURGLARY,ET / 259 ST PAUL ST,Report filed regarding a burglary at this location. Timely warning issued. ,
2020-01-03 14:00:00,OPEN,2020-01-13 13:28:06,SUSPICIOUS,M8 / 21 AMES ST ,Report filed regarding a suspicious circumstance. ,
2020-01-13 20:21:00,OPEN,2020-01-13 20:21:04,LARCENY,M66 / 25 AMES ST ,Report filed regarding the larceny of a wallet. ,
2020-01-14 08:04:00,OPEN,2020-01-14 08:04:16,TRESPASS,M7 / 77 MASSACHUSETTS AVE,Report filed regarding an individual who was identified and escorted from the property. Trespass warning issued. ,
2020-01-14 22:13:00,OPEN,2020-01-14 22:13:01,ASSIST TO PD,NW35 / 235 ALBANY ST,Report filed regarding the MIT Police assisting the Cambridge Police at the scene of an altercation on Albany St. ,
2020-01-15 02:48:00,OPEN,2020-01-15 02:48:28,SUSPICIOUS,E14 / 75 AMHERST ST,Report filed regarding suspicious activity. ,
2020-01-08 16:35:00,OPEN,2020-01-15 16:35:39,LARCENY,NW35 / 235 ALBANY ST,Report filed regarding larceny of a package. ,
2020-01-14 10:15:00,OPEN,2020-01-16 07:41:35,PROP DAMAGE,WESTGATE LOT / 319 VASSAR ST,Walk-in report filed regarding property damage. ,
2020-01-10 17:00:00,OPEN,2020-01-16 11:27:53,SUSPICIOUS,M8 / 21 AMES ST ,Report filed regarding suspicious activity. ,
2020-01-16 13:00:00,OPEN,2020-01-16 21:00:54,LARCENY,M32 / 32 VASSAR ST,Report filed regarding the larceny of a bicycle. ,
2020-01-16 22:51:00,OPEN,2020-01-17 00:36:45,SUSPICIOUS,W89 / 301 VASSAR ST,Report filed regarding suspicious activity. ,
2020-01-17 09:45:00,OPEN,2020-01-17 10:08:01,HARASS,E62 / 100 MAIN ST,Report filed regarding harassing phone calls. ,
2020-01-15 17:27:00,OPEN,2020-01-17 15:20:03,SUSPICIOUS,W11 / 40 MASSACHUSETTS AVE,Report filed regarding suspicious phone calls. ,
2020-01-18 00:30:00,OPEN,2020-01-18 01:11:46,MALICIOUS DESTRUCTION OF PROPERTY,W7 / 362 MEMORIAL DR,Report filed regarding malicious destruction of property. ,
2020-01-18 21:47:00,OPEN,2020-01-18 21:47:38,DOM DIST,E55 / 60 WADSWORTH ST,Individual arrested for Assault and Battery on a family/household member. ,
2020-01-18 23:43:00,OPEN,2020-01-18 23:43:01,FSILG   PROBLEM,ND / 460 BEACON STREET,Report filed regarding a party being shut down at this location. ,
2020-01-17 13:57:00,OPEN,2020-01-21 13:57:28,LARCENY,M9 / 105 MASSACHUSETTS AVE,Report filed regarding a larceny of property. ,
2020-01-22 09:30:00,CLOSED,2020-01-22 09:36:14,ASSIST TO PD,LEGAL SEAFOOD / 355 MAIN ST,Report filed regarding the MIT Police assisting the Cambridge Police at the scene of a disturbance on Main Street. ,
2020-01-22 12:39:00,OPEN,2020-01-22 12:39:10,SUSPICIOUS,W20 / 84 MASSACHUSETTS,Report filed regarding a suspicious person. Individual is identified and escorted from the property. Trespass warning issued. ,
2020-01-01 13:06:00,OPEN,2020-01-22 13:06:07,LARCENY,W20 / 84 MASSACHUSETTS AVE,Report filed regarding the larceny of a video projector. ,
2020-01-13 09:00:00,OPEN,2020-01-23 09:46:28,LARCENY,E14 / 75 AMHERST ST,Report filed regarding a stolen wallet. ,
2020-01-23 11:43:00,ARREST,2020-01-23 11:43:35,UNWANTED PERSONS,W20 / 84 MASSACHUSETTS AVE,"Natacha Andre, Age 45, 794 Massachusetts Avenue, Boston, Ma. is taken into custody on active warrants. ",
2020-01-27 03:35:00,OPEN,2020-01-27 03:38:32,SUSPICIOUS,M64 / AMES ST,#B314 Report filed regarding suspicious activity. ,
2020-01-27 07:24:00,OPEN,2020-01-27 07:34:13,SUSPICIOUS,E55 / 60 WADSWORTH ST,Report filed regarding unattended luggage. Owner located. ,
2020-01-27 07:49:00,OPEN,2020-01-27 07:49:44,ACCIDENT,3 AMES ST,Report filed regarding a disabled motor vehicle. ,
2019-08-01 09:00:00,OPEN,2020-01-27 12:06:35,STUDENT PROBLEM,W89 / 301 VASSAR ST,Confidential Sexual Assault report filed. ,
2019-10-01 12:00:00,OPEN,2020-01-27 12:07:19,STUDENT PROBLEM,W89 / 301 VASSAR ST,Confidential Sexual Assault Report filed. ,
2020-01-27 12:45:00,OPEN,2020-01-27 12:50:59,LARCENY,M10 / 122 MEMORIAL DR,Report filed regarding  larceny of credit cards. ,
2020-01-27 16:26:00,OPEN,2020-01-27 16:26:28,PROP DAMAGE,COLLIER MEMORIAL / 32 VASSAR ST,Report filed regarding a damaged stone at the Collier Memorial. ,
2020-01-27 20:18:00,OPEN,2020-01-27 20:18:15,WELL BEING CK,W51 / 410 MEMORIAL DR,Report filed regarding a well-being check. ,
2020-01-28 09:45:00,OPEN,2020-01-28 11:51:31,LARCENY,W20 / 84 MASSACHUSETTS AVE,"Report filed regarding the larceny of a laptop, backpack and personal items. ",
2019-11-11 13:09:00,OPEN,2020-01-28 13:09:11,HARASS,M32 / 32 VASSAR ST,Report filed regarding suspicious activity. ,
2020-01-27 09:30:00,OPEN,2020-01-28 14:10:15,LARCENY,M7 / 77 MASSACHUSETTS AVE,Report filed regarding the larceny of credit cards. ,
2020-01-29 01:32:00,ARREST,2020-01-29 01:32:08,SUSPICIOUS,N51 / 275 MASSACHUSETTS AVE,"Michael Taylor,  Age 50, homeless, is taken into custody on 2 active arrest warrants. ",
2020-01-28 18:30:00,OPEN,2020-01-29 14:58:26,LARCENY,M32 / 32 VASSAR ST,Report filed regarding the larceny of a laptop computer. ,
2020-01-29 17:15:00,OPEN,2020-01-29 17:15:07,RC&I,W20 / 84 MASSACHUSETTS AVE,Individual identified and escorted from MIT property. ,
2020-01-30 00:26:00,OPEN,2020-01-30 00:26:17,TRESPASS,M2 / 182 MEMORIAL DR,Two individuals are identified and escorted from the property. Trespass warnings issued. ,
2020-01-30 18:44:00,OPEN,2020-01-30 18:44:58,ACCIDENT,W64 / 219 VASSAR ST,Report filed regarding a single car motor vehicle accident. ,
2020-01-27 13:00:00,OPEN,2020-01-31 11:14:40,LARCENY,M3 / 33 MASSACHUSETTS AVE,Report filed regarding the larceny of a credit card. ,
2020-01-31 13:06:00,OPEN,2020-01-31 13:31:50,MAL DEST,E19 / 400 MAIN ST,Report filed regarding damage to a vehicle. ,
2020-01-31 23:10:00,OPEN,2020-01-31 23:10:50,NOISE COMPLAINT,PLP / 460 BEACON ST,Report filed regarding a noise complaints from a loud party at this location. Large crowd is cleared from the area. ,
2020-02-01 16:00:00,OPEN,2020-02-01 16:22:03,SUSPICIOUS,M64 / 3 AMES ST,Report filed regarding suspicious activity. ,
2020-02-02 01:27:00,OPEN,2020-02-02 01:27:11,RC&I,M2 / 182 MEMORIAL DR,Report filed regarding a suspicious person. ,
2020-02-02 02:30:00,OPEN,2020-02-02 12:17:54,LARCENY,M34 / 50 VASSAR ST,Report filed regarding a burglary. Timely Warning Issued. ,
2020-01-19 03:30:00,OPEN,2020-02-02 15:51:17,LARCENY,W7 / 362 MEMORIAL DR,Report filed regarding a larceny. ,
2020-01-27 09:01:00,OPEN,2020-02-02 16:15:28,FRAUD,W89 / 301 VASSAR ST,Report filed regarding fraud. ,
2020-02-03 13:50:00,OPEN,2020-02-03 13:50:54,ACCIDENT,M32 / 32 VASSAR ST,Report filed regarding a M/V accident. ,
2020-02-03 16:22:00,OPEN,2020-02-03 16:22:40,SUSPICIOUS,M8 / 21 AMES ST ,Report filed regarding a suspicious circumstance. ,
2020-02-04 17:58:00,OPEN,2020-02-04 17:58:36,SUSPICIOUS,M4 / 182 MEMORIAL DR,Report filed regarding a well being check. ,
2020-02-05 09:58:00,ARREST,2020-02-05 09:58:02,WARRANT SERVICE,W4 / 320 MEMORIAL DR,"Renicley Fermino-Dinis, Age 27, 70 Baker Rd., Everett, Ma., is taken into custody on an active arrest warrant. ",
2020-02-05 16:31:00,OPEN,2020-02-05 16:31:01,ASSIST TO PD,M32 / 32 VASSAR ST,Report filed regarding a well-being check and an assist to other police department. ,
2020-02-06 04:20:00,OPEN,2020-02-06 05:40:24,SUSPICIOUS,M32 / 32 VASSAR ST,Report filed regarding suspicious activity. ,
2020-02-06 08:02:00,OPEN,2020-02-06 08:02:51,THREATS,W70 / 471 MEMORIAL DR,Report filed regarding a suspicious circumstance. ,
2020-02-06 10:10:00,OPEN,2020-02-06 10:10:55,LARCENY,E19 / 400 MAIN ST,Report filed regarding a larceny of property. ,
2020-02-06 14:00:00,OPEN,2020-02-06 14:05:05,SUSPICIOUS,M56 / 21 AMES ST ,Report filed regarding an individual who was identified and escorted off of the property. Trespass warning issued. ,
2020-02-06 23:57:00,OPEN,2020-02-06 23:57:21,SUSPICIOUS,M2 / 182 MEMORIAL DR,Report filed regarding an individual who was identified and escorted off of the property. Trespass warning issued. ,
2020-02-07 04:42:00,OPEN,2020-02-07 04:42:46,SUSPICIOUS,M3 / 33 MASSACHUSETTS AVE,Report filed regarding two individuals who were identified and escorted from the property. Trespass warning issued. ,
2020-02-07 16:58:00,OPEN,2020-02-07 16:58:40,RC&I,M4 / 182 MEMORIAL DR,Report filed regarding an individual who was identified and escorted from the property. Trespass warning issued. ,
2020-02-07 18:21:00,OPEN,2020-02-07 18:21:58,FRAUD,NW35 / 235 ALBANY ST,Report filed regarding fraudulent activity. ,
2020-02-08 00:24:00,OPEN,2020-02-08 00:24:51,SUSPICIOUS,M9 / 105 MASSACHUSETTS AVE,Individual identified and escorted off of   the property. Trespass warning issued. ,
2020-02-08 07:51:00,ARREST,2020-02-08 07:51:09,TRESPASS,W20 / 84 MASSACHUSETTS AVE,"Luan Nguyen, Age 29, Homeless, is arrested for Trespassing after notice. ",
2020-02-08 17:15:00,OPEN,2020-02-08 17:15:03,PSYCH,610 MAIN ST,Report filed regarding a well-being check. ,
2020-02-10 00:56:00,OPEN,2020-02-10 00:56:47,HOMELESS,M50 / 142 MEMORIAL DR FL,3 Homeless person escorted off of the property. Trespass Warning issued. Report filed. ,
2020-02-10 02:00:00,OPEN,2020-02-10 02:01:48,TRESPASS,M8 / 21 AMES ST ,Report filed regarding an individual who was identified and escorted from the property. Trespass warning issued. ,
2020-02-10 04:48:00,OPEN,2020-02-10 04:50:01,ASSAULT,W7 / 362 MEMORIAL DR,Report filed regarding a hoax call. ,
2020-01-30 14:34:00,OPEN,2020-02-10 09:39:40,SUSPICIOUS,M7 / 77 MASSACHUSETTS AVE,Report filed regarding suspicious activity. ,
2020-02-10 10:06:00,OPEN,2020-02-10 10:06:59,SUSPICIOUS,NW32 / 230 ALBANY ST,Report filed regarding suspicious persons. Two individuals identified and released. ,
2020-02-10 15:35:00,OPEN,2020-02-10 15:35:44,SUSPICIOUS,M26 / 60 VASSAR ST,Report filed regarding suspicious activity. ,
2020-02-10 18:41:00,OPEN,2020-02-10 18:41:42,WELL BEING CK,E18 / 50 AMES ST ,Report filed regarding a well-being check. ,
2020-02-10 22:06:00,OPEN,2020-02-10 22:06:21,WELL BEING CK,E53 / 30 WADSWORTH ST,Report filed a well-being check. ,
2020-02-11 05:20:00,OPEN,2020-02-11 05:20:18,ACCIDENT,NORTH COURT / AMES ST,Report filed regarding an outside vendors vehicle that struck and knocked over a light pole in North Court. ,
2020-02-12 09:30:00,OPEN,2020-02-12 09:30:54,SUSPICIOUS,M4 / 182 MEMORIAL DR,Report filed regarding an individual who was identified and escorted from the property. Trespass Warning issued. ,
2020-02-12 11:15:00,OPEN,2020-02-12 11:15:43,SUSPICIOUS,M32 / 32 VASSAR ST,"Zhe Dong, Age 34, 240 Sidney Street, Cambridge is taken into custody for trespassing after notice. ",
2020-02-12 15:00:00,OPEN,2020-02-12 16:35:32,LARCENY,E51 / 70 MEMORIAL DR & PARKING LOT,Report filed regarding larceny of property. ,
2020-02-12 20:05:00,OPEN,2020-02-12 20:05:52,DISTURBANCE,E55 / 60 WADSWORTH ST,Report filed regarding a reported disturbance. ,
2020-02-13 02:43:00,OPEN,2020-02-13 02:43:42,SUSPICIOUS,W20 / 84 MASSACHUSETTS AVE,Report filed regarding an individual who was identified and escorted from the property. Trespass warning issued. ,
2020-02-12 20:00:00,OPEN,2020-02-13 16:21:01,LARCENY,W85 / 540 MEMORIAL DR,Report filed regarding the larceny of a bicycle. ,
2020-02-05 18:00:00,OPEN,2020-02-13 16:31:31,LARCENY,W89 / 301 VASSAR ST,Walk-in report filed regarding the larceny of bicycle parts. ,
2020-02-14 03:59:00,ARREST,2020-02-14 03:59:40,SUSPICIOUS,M9 / 105 MASSACHUSETTS AVE,"MARK RANKIN, Age 24, 65 ADAMS AVE APT 2 EVERETT, MA., taken into custody for Trespassing after notice. ",
2020-02-14 10:57:00,OPEN,2020-02-14 10:57:16,RAPE,ON CAMPUS ,Report filed regarding a sexual assault. ,
2020-02-07 13:00:00,OPEN,2020-02-15 09:06:10,SUSPICIOUS,M8 / 21 AMES ST ,Report filed regarding suspicious activity. ,
2020-02-15 11:26:00,OPEN,2020-02-15 11:26:38,WELL BEING CK,W51 / 410 MEMORIAL DR,Report filed regarding a well-being check. ,
2020-02-15 15:46:00,OPEN,2020-02-15 21:50:39,SUSPICIOUS,W89 / 301 VASSAR ST,Report filed regarding suspicious activity. ,
2020-02-16 02:00:00,OPEN,2020-02-16 02:39:04,ASSAULT,NW86 / 70 PACIFIC ST,Individual arrested for assault and battery on a family or household member. ,
2020-02-16 02:00:00,OPEN,2020-02-16 02:39:04,ASSAULT,NW86 / 70 PACIFIC ST,Individual arrested for an assault on a family or household member. ,
2020-02-16 20:09:00,OPEN,2020-02-16 20:09:51,SUSPICIOUS,PAID LOT / 139 MASSACHUSETTS AVE,Report filed regarding a suspicious package. All clear given. ,
2020-02-16 20:09:00,OPEN,2020-02-16 20:09:51,SUSPICIOUS,PAID LOT / 139 MASSACHUSETTS AVE,Report filed regarding a suspicious package. All clear given. ,
2020-02-18 13:00:00,OPEN,2020-02-18 13:12:24,HARASS,M68 / 31 AMES ST ,Report filed regarding harassment. ,
2020-02-18 13:15:00,OPEN,2020-02-18 13:15:31,SUSPICIOUS,W20 / 84 MASSACHUSETTS AVE,Report filed regarding a suspicious person. ,
2020-02-18 08:52:00,OPEN,2020-02-18 14:05:26,WELL BEING CK,W89 / 301 VASSAR ST,Report filed regarding a well-being check. ,
2020-02-17 14:00:00,OPEN,2020-02-18 16:06:11,SUSPICIOUS,M2 / 182 MEMORIAL DR,Report filed regarding suspicious activity. ,
2020-02-18 16:45:00,OPEN,2020-02-18 18:44:26,SUSPICIOUS,W20 / 84 MASSACHUSETTS AVE,Report filed regarding an individual who was identified and escorted from the property. Trespass Warning issued. ,
2020-02-19 05:34:00,ARREST,2020-02-19 05:34:17,DIRECTED PATROL,M35 / 127 MASSACHUSETTS AVE,"Fedley Federic, Age 43, 17 Medford St., Medford, Ma. is arrested for Trespassing after notice. ",
2020-02-19 07:33:00,ARREST,2020-02-19 07:33:06,TRESPASS,W20 / 84 MASSACHUSETTS AVE,"Zekai Zhang, Age 33, 1610 Massachusetts Ave., Cambridge, is arrested for Trespassing after notice. ",
2020-02-19 09:46:00,OPEN,2020-02-19 09:56:52,SUSPICIOUS,M26 / 60 VASSAR ST,Report filed regarding suspicious activity. ,
2020-01-26 22:08:00,OPEN,2020-02-19 15:01:16,SUSPICIOUS,W89 / 301 VASSAR ST,Report filed regarding suspicious emails. ,
2020-02-20 11:30:00,OPEN,2020-02-20 11:30:11,CHEMICAL SPILL,M68 / ,Report filed regarding a chemical spill. Spill contained. MIT EHS responds. ,
2020-01-03 15:17:00,OPEN,2020-02-20 15:17:50,THREATS,W89 / 301 VASSAR ST,Report filed regarding threats to commit crimes. ,
2020-02-20 12:00:00,OPEN,2020-02-21 15:22:00,LARCENY,M32 / 32 VASSAR ST,Report filed regarding the larceny of a bicycle. ,
2020-02-21 07:30:00,OPEN,2020-02-21 16:47:48,PROP DAMAGE,WESTGATE LOT / 319 VASSAR ST,Report filed regarding M/V hit and run with property damage. ,
2020-02-16 23:30:00,OPEN,2020-02-21 19:40:09,RAPE,W89 / 301 VASSAR ST,Report filed regarding a sexual assault. ,
2020-02-22 00:23:00,OPEN,2020-02-22 00:23:29,WARRANT SERVICE,M7 / 77 MASSACHUSETTS AVE,"Michael Perry, Age 34, 19 Rawson Rd. Hanover is arrested on outstanding warrants. ",
2020-02-22 10:43:00,OPEN,2020-02-22 10:43:17,SUSPICIOUS,E25 / 45 CARLTON ST,Report filed regarding a suspicious person. ,
2020-02-21 13:30:00,OPEN,2020-02-22 11:50:00,LARCENY,ET / 259 ST PAUL ST,Report filed regarding a larceny on currency. ,
2020-02-22 17:30:00,OPEN,2020-02-23 10:54:43,LARCENY,W84 / 550 MEMORIAL DR,Report filed regarding the larceny of bicycle parts. ,
2020-02-24 04:00:00,ARREST,2020-02-24 04:00:57,TRESPASS,M7 / 77 MASSACHUSETTS AVE,"Vaughn Wallowing Bull, Age 44, 105 South Huntington Ave., Boston is arrested for Trespassing after notice. ",
2020-02-24 10:07:00,OPEN,2020-02-24 10:07:48,TOWED MV,NW86 / 70 PACIFIC ST,Report filed regarding a towed motor vehicle. ,
2020-02-20 02:00:00,OPEN,2020-02-24 12:57:21,SUSPICIOUS,W97 / 345 VASSAR ST,Report filed regarding suspicious activity. ,
2020-02-24 13:24:00,OPEN,2020-02-24 13:24:02,PARKING ISSUE,PAID LOT / 139 MASSACHUSETTS AVE,Report filed regarding a towed motor vehicle and suspicious activity. ,
2020-02-21 12:00:00,OPEN,2020-02-24 15:33:44,BREAKING & ENTERING,ET / 259 ST PAUL ST,Report filed regarding a burglary. Timely Warning issued. ,
2020-02-24 16:00:00,OPEN,2020-02-24 17:58:10,SUSPICIOUS,W35 / 100 VASSAR ST,Report filed regarding a suspicious person in the area. ,
2020-02-15 22:00:00,OPEN,2020-02-25 08:39:00,STUDENT PROBLEM,W89 / 301 VASSAR ST,Confidential sexual assault report filed. ,
